Description,Brand,ABC,annual_demand,unit_cost,EOQ,orders_per_year,avg_lead_days,safety_stock,reorder_point,total_inv_cost
E & J Brandy VS,8576,B,1418,3.67,440,3.2,7.487031700288185,280,309,322.62
E & J Superior Rsv VSOP,5404,B,1404,4.32,403,3.5,7.634945397815913,80,109,348.29
Fish Eye Cab Svgn,41711,B,1311,3.22,451,2.9,7.562582345191041,113,140,290.57
Canadian Club,8619,B,1282,4.4,382,3.4,7.568085106382979,87,114,335.88
Hornitos Reposado Tequila,3951,B,1256,1.83,586,2.1,7.536184210526316,92,118,214.41
Barefoot Chard Cal,31488,B,1254,3.44,427,2.9,7.682926829268292,96,122,293.73
Barefoot Moscato Cal,10420,B,1249,3.35,432,2.9,7.709145427286357,105,131,289.28
Fish Eye Merlot,41713,B,1249,3.22,440,2.8,7.668956043956044,112,138,283.61
Casamigos Reposado,4483,B,1165,1.93,549,2.1,7.665338645418327,140,164,212.06
M & R Extra Dry Vermouth,8653,B,1111,3.53,397,2.8,7.607361963190184,85,108,280.07
Jack Daniels Tennessee Fire,1550,B,1103,2.91,435,2.5,9.75,105,134,253.37
Yellow Tail Shiraz Ausl,35413,B,1088,4.72,339,3.2,7.923395445134576,95,119,320.48
Frescobaldi Sangiovese Remo,37821,B,1068,4.6,341,3.1,8.1687306501548,143,167,313.46
Yellow Tail Merlot Ausl,36874,B,1064,4.63,339,3.1,7.7770562770562774,89,112,313.89
Yellow Tail Chard Ausl,35411,B,1061,4.69,336,3.2,7.836575875486381,106,129,315.47
Leroux Blackberry Brandy,8819,B,1060,5.1,322,3.3,7.544496487119438,79,101,328.82
Courvoisier VS Cognac,8170,B,1054,2.17,493,2.1,7.7403508771929825,60,82,213.88
Rex Goliath Pnt Nr,38181,B,1054,3.97,364,2.9,7.607339449541285,87,109,289.29
Santa Rita 120 Cab Svgn,8837,B,1038,4.13,354,2.9,7.643524699599466,83,105,292.81
OuterSpace Vodka,3703,B,1034,4.64,334,3.1,8.153846153846153,106,129,309.77
Allens Coffee Brandy,4878,B,1030,4.92,324,3.2,7.956326987681971,85,107,318.36
Barefoot Cellars Pink Moscat,18107,B,1022,3.22,398,2.6,7.675401521555368,83,104,256.55
M & R X Dry Vermouth,7978,B,1016,3.95,359,2.8,7.821651090342679,76,98,283.31
Gordons Vodka Traveler,3747,B,999,5.18,311,3.2,7.710344827586207,87,108,321.71
Canadian Ltd Traveler,2149,B,987,5.34,304,3.2,7.731364275668073,67,88,324.67
Hennessy VS Cognac,4683,B,977,2.96,406,2.4,7.538461538461538,80,100,240.5
Big House Red Cal,31349,B,965,4.72,320,3.0,7.590740740740741,80,100,301.82
R M Woodbridge Cab Svgn Cal,8345,B,960,3.37,377,2.5,7.678544914625093,98,118,254.37
Chambord Liqueur de France,8200,B,937,2.18,464,2.0,7.86,81,101,202.12
Old Crow,1395,B,929,5.88,281,3.3,7.614993646759848,64,83,330.53
Gilbeys London Dry Trav,3257,B,903,4.5,317,2.8,7.4838990426457785,56,75,285.08
Black Box Chard,16328,B,895,2.75,403,2.2,7.717352415026833,51,70,221.87
Rex Goliath Cab Svgn,38178,B,874,4.13,325,2.7,7.580310880829016,76,94,268.69
Bailey's 50mL 4 Pack,1001,B,853,4.28,316,2.7,7.283870967741936,241,258,270.22
Yellow Tail Cab Svgn Ausl,37826,B,848,4.66,302,2.8,7.653409090909091,81,99,281.13
Jenkins Amaretto,8599,B,830,4.44,306,2.7,7.818051575931232,65,83,271.48
Bacardi Dragon Berry Rum,4670,B,828,2.87,380,2.2,7.642538975501114,56,73,218.01
Ballatore Gran Spumante,8032,B,824,5.26,280,2.9,7.521231422505308,70,87,294.42
Ruffino Chianti,7159,B,819,4.72,295,2.8,8.007211538461538,80,98,278.05
Sutter Home Clsc Wh Znfdl,6861,B,812,4.13,314,2.6,7.070378151260504,65,81,258.98
Foxhorn SE Chard Australia,31454,B,807,4.79,290,2.8,7.6875,45,62,278.05
Barefoot Merlot Cal,31493,B,807,3.33,348,2.3,7.7057256990679095,62,79,231.83
La Vieille Ferme Red Ventoux,8018,B,806,4.6,296,2.7,7.51241134751773,55,72,272.31
MezzaCorona Pnt Grigio,27596,B,803,5.16,279,2.9,8.329803328290469,74,92,287.87
Geyser Peak Svgn Bl,19507,B,786,4.99,281,2.8,7.9425675675675675,75,92,280.08
Alice White Shiraz Ausl,32969,B,783,6.89,238,3.3,7.793774319066148,59,76,328.48
Amaretto di Amore,5403,B,781,5.92,257,3.0,7.588794926004228,58,74,304.09
Barefoot Cellars Pnt Nr,12747,B,780,3.28,345,2.3,7.733918128654971,62,79,226.2
Conquista Malbec Mendoza,45496,B,771,5.29,270,2.9,7.678200692041522,74,90,285.61
Leroux Apricot Brandy,8823,B,769,5.42,266,2.9,7.572398190045249,53,69,288.72
Excelsior S Afr Cab Svgn,37401,B,769,5.26,270,2.8,8.376782077393075,77,95,284.43
Kamora Coffee,8497,B,766,7.51,226,3.4,7.770514603616133,58,74,339.2
Black Box Cab Svgn,16326,B,766,2.64,381,2.0,7.694630872483222,45,61,201.11
Barco Negro Douro,24686,B,766,5.51,264,2.9,8.740863787375416,59,77,290.54
Pavilion St Pierre Cdu Rhone,23395,B,764,6.45,243,3.1,9.4,74,94,313.94
Masi Soave 2012 Classico,19896,B,758,6.62,239,3.2,7.746736292428198,62,78,316.8
Taylor Dry Sherry,6396,B,753,5.12,271,2.8,7.711048158640226,49,65,277.68
Kraken Black Spiced Rum,4130,B,749,6.81,235,3.2,7.295104895104895,48,63,319.4
Line 39 Pnt Nr,19645,B,749,5.26,267,2.8,7.058156028368795,69,83,280.7
Cline Cashmere Red Cal,12465,B,747,6.16,246,3.0,7.829493087557604,95,111,303.37
Ruffino Orvieto Clsc,8730,B,746,5.5,260,2.9,7.713625866050808,70,86,286.46
Hob Nob Pnt Nr VDP D'Oc,46424,B,744,6.62,237,3.1,7.958620689655173,65,81,313.86
Mr Boston Blackberry Brandy,8118,B,741,4.54,286,2.6,7.739638682252923,49,65,259.39
Smoking Loon Merlot,34905,B,739,4.41,289,2.6,8.448067632850242,50,67,255.3
Caldwells Vodka,3643,B,738,7.71,219,3.4,7.715406562054208,62,78,337.34
Barefoot Cellars Rsl,12123,B,735,3.37,330,2.2,7.584367245657568,62,77,222.57
M & R Sweet Vermouth,8654,B,725,3.55,320,2.3,7.814285714285714,54,70,226.88
Fortant Cab Svgn,24606,B,724,5.15,265,2.7,7.347305389221557,77,92,273.08
Big House Cardinal Bst Znfdl,36750,B,718,4.79,274,2.6,7.405555555555556,61,76,262.27
Chi Chi's Margarita,8370,B,716,5.71,250,2.9,7.499576271186441,60,75,285.95
Joel Gott Svgn Bl,12775,B,706,6.8,228,3.1,7.144429160935351,70,84,309.86
Barefoot Sweet Red,14439,B,706,3.42,321,2.2,7.762282091917591,58,73,219.75
Darkhorse Chard,17875,B,705,5.44,255,2.8,7.484033613445378,67,81,276.96
La Vieille Ferme Wh Rhone,8016,B,704,4.79,271,2.6,7.45068928950159,71,85,259.7
Riunite Lambrusco,8232,B,703,6.24,237,3.0,7.561780506523408,58,73,296.2
Tangent Chard,23218,B,700,6.7,229,3.1,9.264705882352942,83,101,306.27
Red Rock Merlot Cal,44145,B,699,5.8,245,2.9,7.746527777777778,60,75,284.75
Ryans Irish Cream,5828,B,697,6.61,230,3.0,7.688568856885689,55,70,303.55
The Glenlivet 12 Yr Single,1238,B,692,3.56,312,2.2,8.086614173228346,66,81,221.97
Smirnoff Blueberry Vodka,3754,B,692,8.79,198,3.5,7.719153936545241,59,74,348.79
Smirnoff Cranberry Vodka,3610,B,688,8.26,204,3.4,7.592039800995025,53,67,337.13
Pinnacle Salted Caramel,3045,B,685,7.8,210,3.3,7.603151862464183,57,71,326.9
Castle Rock Pnt Nr,37678,B,685,6.53,229,3.0,7.871794871794871,60,75,299.1
New Amsterdam Pineapple Vdka,7198,B,684,7.4,215,3.2,7.850526315789474,63,78,318.17
Rex Goliath Chard,38179,B,677,4.13,286,2.4,7.386996904024768,56,70,236.47
Smirnoff Orange Vodka,3580,B,676,8.08,205,3.3,7.826475849731664,52,66,330.52
Voga del Venezie Pnt Grigio,42579,B,675,6.53,227,3.0,7.9506578947368425,65,80,296.91
Goldschlager Cinnamon Schnap,5394,B,673,8.72,196,3.4,7.562403697996919,49,63,342.6
Gabbiano Chianti,25934,B,673,5.15,256,2.6,7.396021699819168,63,77,263.29
Pinnacle Vodka Cane 4/50mls,1520,B,671,3.02,333,2.0,7.799283154121864,83,97,201.32
Jacquin Triple Sec,5285,B,671,6.24,232,2.9,7.463022508038585,60,74,289.38
Stock Italian X Dry Vermouth,7993,B,670,4.88,262,2.6,7.711148648648648,47,61,255.72
Cruzan Black Cherry Rum,4438,B,668,7.35,213,3.1,7.427318295739348,65,79,313.36
Black Box Pnt Grigio,17748,B,665,2.75,348,1.9,7.855818743563336,48,62,191.25
Cupcake Malbec,12495,B,663,4.66,267,2.5,7.784246575342466,58,72,248.58
Calico Jack Spiced Rum No 94,4195,B,661,8.65,195,3.4,7.4104803493449785,47,60,338.16
Cantine Maschio Prosecco Brt,10874,B,657,7.53,209,3.1,7.2188612099644125,57,70,314.55
Barefoot Premium X-Dry,39479,B,657,5.29,249,2.6,7.673862760215883,67,81,263.65
Mas Janeil Cotes Roussillon,24151,B,656,7.33,212,3.1,8.470355731225297,56,71,310.11
Bully Hill Sweet Walter Rd,38946,B,656,5.59,242,2.7,7.352671755725191,54,67,270.82
Smirnoff Sorbet Rasp/Pomegra,3503,B,655,8.2,200,3.3,7.464872944693573,61,74,327.75
Yellow Tail Pnt Grigio Ausl,42420,B,652,4.6,266,2.5,7.661327231121281,60,74,244.92
Smirnoff Peppermint Twist,3987,B,651,8.65,194,3.4,7.15210355987055,121,134,335.59
Cavit Prosecco Lunetta,44719,B,648,6.89,217,3.0,7.6393831553973905,68,82,298.82
Our Daily Red,33143,B,647,6.2,228,2.8,7.333333333333333,51,64,283.25
St Francis Chard,6864,B,646,5.51,242,2.7,7.783333333333333,47,61,266.81
Casal Garcia Vinho Verde Wh,29835,B,645,4.82,259,2.5,7.668609492089925,51,65,249.36
Los Cardos Malbec Mendoza,37840,B,641,5.4,244,2.6,6.978468899521531,44,56,263.11
Cruzan Mango Flavored Rum,4410,B,636,7.93,200,3.2,7.415718717683557,49,62,317.6
M & R X Dry Vermouth,7977,B,635,7.49,206,3.1,7.823924731182796,45,59,308.42
R M Woodbridge Merlot Cal,28579,B,631,3.24,312,2.0,7.710327455919395,63,76,202.21
Barefoot Cab Svgn Cal,32988,B,631,3.26,311,2.0,7.662878787878788,48,61,202.83
Sho Chiku Bai Takara Sake,8621,B,628,4.59,262,2.4,7.336448598130841,53,66,240.11
MezzaCorona Pnt Nr,10626,B,627,7.53,204,3.1,8.4901185770751,52,67,307.29
Andre Pink,7718,B,625,3.68,291,2.1,7.675637393767706,59,72,214.48
Gallo Sweet Vermouth,7262,B,624,3.59,295,2.1,7.5811209439528024,44,57,211.67
J Roget Spumante,8985,B,623,4.44,265,2.4,7.885844748858448,53,66,235.21
El Toro Gold,3970,B,622,6.78,214,2.9,7.477862595419848,41,54,290.42
Seaglass Chard,15548,B,622,6.07,226,2.8,7.193321616871705,74,86,274.79
Conti Zecca Negroamaro 10,20216,B,622,6.57,218,2.9,9.4,66,82,285.89
Jaume Serra Cristalino Brut,26181,B,621,4.57,261,2.4,7.581466395112017,133,146,238.24
New Amsterdam Coconut Vodka,3420,B,620,7.93,198,3.1,7.564444444444445,70,83,313.58
Jenkins Spiced Rum,4422,B,620,8.57,190,3.3,8.309734513274336,45,59,325.99
Tribuno Sweet Vermouth,8120,B,620,7.08,209,3.0,7.632911392405063,45,58,296.3
Angelini Pnt Grigio Veneto,11196,B,620,5.88,230,2.7,7.443864229765013,64,77,270.02
Luna di Luna Chard/Pnt Grigo,27042,B,618,6.53,218,2.8,7.872727272727273,57,70,284.1
Smoking Loon Steelbird Chard,17707,B,617,4.62,258,2.4,8.195154777927321,62,76,238.77
Barefoot Cellars Pink Moscat,18106,B,614,7.14,207,3.0,7.454963839579224,51,64,296.11
New Amsterdam Mango Vodka,7374,B,613,6.86,211,2.9,7.628352490421456,55,68,290.01
Canadian Club Traveler,2121,B,612,7.8,198,3.1,7.295511221945137,42,54,308.99
Barefoot Cellars Red Moscato,16843,B,611,3.44,298,2.1,7.775444264943457,44,57,205.03
Seaglass Rsl,14054,B,610,6.07,224,2.7,7.155555555555556,59,71,272.13
Darkhorse Merlot,23271,B,610,5.36,239,2.6,7.671428571428572,50,63,255.72
Pacific Rim Sweet Rsl,46830,B,610,5.91,227,2.7,8.434615384615384,43,57,268.52
Stoli Mini Bar 5/50mLs Pack,1365,B,609,6.05,224,2.7,8.880239520958083,55,70,271.46
Sutter Home Clsc Cab Svgn,25522,B,608,4.1,272,2.2,7.168429617575264,61,73,223.28
Sutter Home Merlot Cal,29128,B,608,3.97,277,2.2,7.098827470686767,53,65,219.72
Smirnoff Cherry Vodka,3736,B,604,8.2,192,3.1,7.499274310595065,47,59,314.73
Falesco Vitiano Umbria,33963,B,603,4.6,256,2.4,7.985074626865671,71,84,235.53
Ronrico Silver Traveler,4297,B,600,5.42,235,2.6,6.8431372549019605,38,49,255.03
Mouton Cadet Red Brdx,8123,B,600,6.53,214,2.8,7.832923832923833,58,71,279.93
Mark West Black Pnt Nr,25021,B,600,7.28,203,3.0,7.625,67,80,295.57
Taylor Tawny Port,6216,B,598,5.4,235,2.5,7.707470747074708,46,59,254.13
Drops of Jupiter Red,17954,B,598,5.36,236,2.5,7.4765625,54,66,253.19
Bella Sera Pnt Grigio Del,33873,B,598,4.48,258,2.3,7.795053003533569,59,72,231.48
R Mondavi Pvt Sln Pnt Grigio,39708,B,598,4.72,252,2.4,8.11864406779661,63,76,237.59
Las Rocas Garnacha San Alej,39254,B,597,6.9,208,2.9,7.603911980440098,61,73,287.03
Seagrams VO,2445,B,596,9.08,181,3.3,7.5829903978052124,49,61,328.99
Cavit Moscato,14975,B,595,4.07,270,2.2,7.3826086956521735,50,62,220.08
Baja Luna Black Raspberry,5626,B,593,7.35,201,3.0,7.599462365591398,44,56,295.25
Fish Eye Pnt Grigio,43292,B,592,6.49,214,2.8,7.474017743979721,46,58,277.2
Black Box Merlot,16327,B,591,2.61,336,1.8,7.8108108108108105,32,45,175.64
DeKuyper Hot Damn 100*,5539,B,590,8.39,188,3.1,7.667808219178082,35,47,314.65
Darkhorse Red,19545,B,589,5.29,236,2.5,7.666666666666667,53,65,249.63
Skinnygirl Margarita,8673,B,588,7.87,193,3.0,7.441762854144806,52,64,304.22
Bacardi Gold Rum,4404,B,586,4.32,260,2.3,7.317073170731708,42,54,225.01
Gallo Twin Valley Wh Znfdl C,6285,B,586,6.62,210,2.8,7.663563829787234,43,55,278.54
Duboeuf Beaujolais Villages,8609,B,585,7.63,196,3.0,7.9787878787878785,60,73,298.78
Nathanson Creek Chard,28260,B,584,5.19,237,2.5,7.627234042553192,49,61,246.21
C Y Toro Casillero Carmenere,37433,B,583,4.32,260,2.2,7.249077490774908,54,66,224.44
Gnarly Head Old Vine Znfdl,42462,B,583,6.89,206,2.8,7.753846153846154,46,58,283.44
Calico Jack Spiced Rum,4303,B,582,5.83,223,2.6,7.528130671506352,47,59,260.5
Flip Flop Pnt Grigio,15295,B,582,3.44,291,2.0,7.3389021479713605,52,64,200.1
Red Guitar Sangria,15892,B,581,3.37,294,2.0,7.686382393397524,51,63,197.89
Bogle Old Vine Znfdl Cal,24907,B,580,6.89,205,2.8,7.888135593220339,45,58,282.71
Raspberry di Amore,5410,B,578,6.15,217,2.7,7.601217656012176,47,59,266.63
Dry Creek Fume Bl Sonoma,25832,B,578,6.53,210,2.8,7.5245346869712355,49,61,274.75
Ch Ste Michelle Harvest Rsl,13458,B,575,5.99,219,2.6,7.552929085303186,49,61,262.46
Ruffino Aziano Chianti Clsc,21951,B,573,8.27,186,3.1,7.608187134502924,56,68,307.85
19 Crimes Cab Svgn,23523,B,573,6.57,209,2.7,7.216634429400387,51,62,274.39
Taylor Lake Country Red,8922,B,571,5.4,230,2.5,7.805721096543504,42,54,248.33
De Loach Chard Cal,25649,B,571,6.84,204,2.8,7.97,49,61,279.49
Cruzan Coconut Flavored Rum,4416,B,569,7.68,192,3.0,7.475409836065574,48,60,295.63
Charles Smith Velvet Dev Mer,13638,B,569,8.27,185,3.1,7.201072386058981,68,79,306.78
Beringer Classic Cab Svgn,17175,B,569,5.2,234,2.4,7.20554272517321,44,55,243.26
Spellbound Petite Sirah Cal,46023,B,567,6.57,208,2.7,8.269679300291545,44,57,272.95
Three Olives Vanilla Vodka,3781,B,566,9.29,175,3.2,7.407114624505929,48,59,324.29
Pinnacle Raspberry Vodka,3221,B,564,7.93,189,3.0,7.772784019975031,49,61,299.08
Patron XO Cafe Variety 3 Pak,4105,B,564,5.07,236,2.4,8.777777777777779,126,140,239.14
Lindemans Bin 50 Shiraz,34175,B,563,6.49,208,2.7,8.009954751131222,34,46,270.33
Beringer Classic Pnt Grigio,41251,B,563,3.39,288,2.0,7.505012531328321,48,60,195.38
Trinchero Main St Cab Svgn,31971,B,562,5.99,217,2.6,7.289036544850498,51,62,259.48
DeKuyper Hot Damn Cinnamon,5489,B,561,7.57,192,2.9,7.590733590733591,44,56,291.44
St Remy VSOP Authentic Brndy,4737,B,560,7.91,188,3.0,7.555223880597015,52,64,297.64
De Loach Cab Svgn Cal,26966,B,560,6.53,207,2.7,7.756653992395437,50,62,270.44
Schmitt Sohne Relax Mosel,39256,B,560,5.16,233,2.4,7.831632653061225,45,57,240.4
Santa Rita RSV Cab Svgn,6828,B,559,6.62,205,2.7,7.553623188405797,48,60,272.05
Red Diamond Merlot Wash,39750,B,558,5.13,233,2.4,7.726943942133816,47,59,239.27
La Marca Prosecco,21231,B,557,3.08,301,1.9,7.620901639344262,59,71,185.23
Pali Tower 15 The Winery,19276,B,556,9.08,175,3.2,7.027397260273973,45,56,317.76
Banfi Sangiovese CollePino,22903,B,554,5.4,226,2.5,7.493212669683258,62,73,244.61
Fetzer Gewurz,6293,B,552,5.91,216,2.6,8.42384105960265,46,59,255.43
Freixenet Cordon Negro Brut,8737,B,552,7.14,197,2.8,7.632135306553911,54,66,280.76
Wild Horse CC Chard,27831,B,551,6.84,201,2.7,7.993548387096774,54,66,274.55
J Roget Extra Dry,8847,B,550,3.97,263,2.1,7.464716006884681,63,74,208.97
Cavit Pinot Noir Delle Vene,32367,B,549,3.94,264,2.1,7.317518248175182,51,62,207.99
Tracia Malbec,19164,B,547,3.99,262,2.1,8.264150943396226,70,82,208.93
Ravenswood Vntrs Blnd Merlot,26817,B,547,5.47,224,2.4,7.558415841584158,36,47,244.63
Clayhouse Cab Svgn Paso Rbls,46762,B,546,7.99,185,3.0,8.018181818181818,52,64,295.38
Ron Virgin Heavy Bodied Rum,4362,B,544,6.05,212,2.6,8.325396825396826,90,102,256.56
RumChata Liqueur,5629,B,543,7.02,197,2.8,9.583333333333334,78,92,276.11
Korbel Organic Brut,16828,B,543,8.66,177,3.1,7.230547550432276,77,88,306.67
Noble Vines 667 Pnt Nr Mntry,16318,B,542,7.79,187,2.9,7.5537459283387625,56,67,290.59
Chloe Pnt Grigio,21308,B,542,7.38,192,2.8,7.398425196850393,56,67,282.84
Estancia Merlot Central Cst,26821,B,542,4.93,234,2.3,7.86908077994429,43,55,231.17
Stock Italian Sweet Vermouth,7996,B,540,4.48,245,2.2,7.679405520169851,45,56,219.96
Ravenswood Vntnrs Blnd Chard,26456,B,539,4.5,245,2.2,7.454918032786885,44,55,220.25
Sutter Home Pink Moscato,17041,B,537,5.26,226,2.4,7.203846153846154,49,60,237.68
Three Olives Raspberry Vodk,3780,B,535,10.31,161,3.3,7.26824034334764,45,56,332.14
Rocca Delle Macie Chianti C,6651,B,535,7.79,185,2.9,7.342696629213483,48,59,288.71
Barefoot Refresh Crisp White,18857,B,535,4.02,258,2.1,7.75049115913556,54,65,207.4
Stolichnaya Chocolat Kokonut,8500,B,534,6.28,206,2.6,8.594594594594595,49,62,258.98
Bell'Agio Chianti Flask,23712,B,532,6.8,198,2.7,7.36624775583483,44,55,268.98
C Y Toro Frontera Chard,6859,B,531,4.69,238,2.2,7.562130177514793,50,61,223.18
Beringer Classic Wh Merlot,32649,B,531,5.13,227,2.3,7.486292428198434,36,47,233.41
Citra Montepulciano,6586,B,530,6.7,199,2.7,7.597689075630252,43,54,266.5
Yellow Tail Moscato,14930,B,530,5.93,211,2.5,7.67603305785124,56,67,250.72
Taylor Cream Sherry,6356,B,526,5.16,226,2.3,7.823991031390134,40,51,232.99
Fabrizia Limoncello,4178,B,525,7.46,188,2.8,7.6601769911504425,50,61,279.88
Bombay Sapphire Gin,3343,B,522,9.46,166,3.1,7.583596214511041,42,53,314.26
Ice Box Mudslide,5694,B,522,7.74,184,2.8,7.573821339950372,34,45,284.26
C Y Toro Frontera Svgn Bl,6429,B,522,5.8,212,2.5,7.620493358633776,47,58,246.07
Edna Valley Chard,25808,B,522,7.84,182,2.9,7.626746506986028,43,54,286.09
Hardys Chard Ausl,37604,B,522,9.26,168,3.1,7.2948328267477205,43,53,310.93
St Brendans Irish Cream,5348,B,521,7.85,182,2.9,7.650526315789474,46,57,286.0
C Y Toro Casa Diblo Cab Svgn,22079,B,521,4.59,238,2.2,7.1103074141048825,47,57,218.7
Plungerhead Znfdl Lodi,13303,B,520,8.96,170,3.1,7.775568181818182,42,53,305.26
Rex Goliath Merlot,38180,B,520,3.97,256,2.0,7.941391941391942,40,51,203.19
Kapali Coffee,4938,B,517,7.02,192,2.7,7.832929782082324,35,46,269.42
Tanqueray Sterling Vodka,3335,B,514,8.14,178,2.9,7.544303797468355,67,78,289.27
Bowman's Vodka,539,B,513,4.2,247,2.1,7.33983286908078,61,71,207.59
Arrow Coffee Brandy,4882,B,513,4.7,234,2.2,7.618479880774963,57,68,219.6
Lindemans Bin 65 Chard,6694,B,511,5.19,222,2.3,7.766536964980545,58,69,230.31
Vendange Svgn Bl,6958,B,510,5.33,219,2.3,7.560975609756097,36,47,233.17
Ch Ste Michelle Svgn Bl,6933,B,509,5.26,220,2.3,7.551525144270404,35,46,231.4
Cline Ancient Vin Znfdl,28092,B,509,9.67,162,3.1,7.839050131926121,52,63,313.75
Dona Paula Malbec Mendoza,37842,B,509,7.74,181,2.8,7.020316027088036,43,53,280.7
Barefoot Bubbly Moscato,13163,B,508,5.47,215,2.4,7.848780487804878,57,68,235.74
Hess Select Chard,24086,B,508,7.14,189,2.7,7.9126637554585155,42,53,269.34
Bully Hill Love My Goat Rd,25046,B,508,5.55,214,2.4,7.656934306569343,49,60,237.46
Stock Italian Sweet Vermouth,7994,B,505,7.93,178,2.8,7.693069306930693,36,47,283.01
Smirnoff Ruby Red Grapefruit,3693,B,504,8.72,170,3.0,7.644876325088339,41,52,296.48
Villa Maria Svgn Bl Pvt Bin,28163,B,504,6.82,192,2.6,7.468039003250271,71,81,262.19
Scoresby Rare,2898,B,500,6.01,204,2.5,7.835365853658536,34,45,245.15
Ketel One Vodka,3354,B,500,10.71,153,3.3,7.505219206680585,39,49,327.26
Cavit Prosecco Lunetta,12203,B,500,6.84,191,2.6,7.618290258449304,40,50,261.53
M Chiarlo 10 Chiarlo Rosso,24664,B,498,6.62,194,2.6,9.095238095238095,82,94,256.78
Santa Cristina Toscana,6319,B,497,6.72,192,2.6,7.605363984674329,52,62,258.45
Tanqueray,3486,B,496,9.84,159,3.1,7.545197740112994,37,47,312.43
Canadian Mist Traveler,2148,B,495,5.96,204,2.4,8.222222222222221,33,44,242.91
Hornitos Plata Tequila,3910,B,495,8.84,167,3.0,7.575187969924812,42,52,295.83
Amaretto di Amore,5415,B,494,8.45,171,2.9,7.6023916292974585,33,43,288.94
Cruzan Aged Dark Rum,8448,B,492,7.51,181,2.7,7.621664050235479,38,48,271.84
Middle Sister Drama Queen Pi,12943,B,491,4.6,231,2.1,8.25609756097561,51,62,212.54
Santa Lucia Sangvs Monte Ant,26744,B,491,6.42,196,2.5,7.600536193029491,38,48,251.09
Cockburns Fine Ruby Port,8265,B,490,6.89,189,2.6,7.449304174950298,45,55,259.85
High Note Malbec Mendoza,10579,B,484,6.62,191,2.5,7.592198581560283,35,45,253.14
Ch M Vert Lussac St Emilion,14184,B,484,8.72,167,2.9,7.336363636363636,45,55,290.53
Stemmari Nero D'Avola,38549,B,484,4.82,224,2.2,8.391379310344828,49,60,216.0
Kendall Jackson Summation Re,45848,B,484,6.63,191,2.5,7.412024756852343,55,65,253.33
Ch de Ribebon Brdx,36524,B,483,10.13,154,3.1,8.022988505747126,58,69,312.82
Dewars White Label,2668,B,481,10.68,150,3.2,7.678714859437751,34,44,320.53
Carlo Rossi Spanada Sangria,6995,B,480,4.79,224,2.1,7.548511047070125,38,48,214.44
Ice Box Manhattan,8970,B,480,7.99,173,2.8,7.524096385542169,38,48,276.96
Poland Spring Vodka,253,B,479,4.6,228,2.1,8.370967741935484,62,73,209.92
Vendange Wh Znfdl,6273,B,477,4.66,226,2.1,7.5963302752293576,37,47,210.85
Clos Pegase Svgn Bl Napa,23191,B,477,9.93,155,3.1,8.398809523809524,45,56,307.79
Three Olives Pomegranate,3725,B,475,9.35,159,3.0,7.278863232682061,40,49,298.04
Corbett Canyon Merlot,26530,B,475,4.72,224,2.1,7.214814814814815,36,45,211.75
Gandia Hoya de Cadenas RSV,28081,B,475,5.51,208,2.3,7.222493887530562,40,49,228.79
Perrin Cotes du Rhone RSV Rg,19934,B,474,6.7,188,2.5,7.530685920577618,40,50,252.02
A to Z Pnt Gris Ore,41212,B,474,10.52,150,3.2,8.702090592334494,38,49,315.8
Sterling Vntrs Pnt Grigio,43245,B,474,6.59,190,2.5,7.181347150259067,44,53,249.95
Seagrams Extra Dry Gin,3388,B,473,6.97,184,2.6,7.551020408163265,34,44,256.78
Cuervo Silver Rolling Stones,3805,B,472,11.19,145,3.3,7.351851851851852,55,65,325.01
Corbett Canyon Wh Znfdl,23889,B,472,4.82,221,2.1,7.2297551789077215,39,48,213.31
Toasted Head Cab Svgn,38441,B,470,6.7,187,2.5,7.705463182897862,45,55,250.96
Jack Daniels Winter Jack,1244,B,469,12.79,135,3.5,7.274390243902439,45,54,346.37
Clos du Bois Pnt Nr Cal,10472,B,467,6.07,196,2.4,7.791475409836066,60,70,238.1
Mirassou Chard Cntrl Coast,39411,B,467,5.84,200,2.3,7.488524590163935,39,49,233.55
Zabrin de Fuego Garnacha,45322,B,467,4.66,224,2.1,8.124137931034483,41,51,208.63
